date,meantempm,maxtempm,mintempm,meanpressurem,maxpressurem,minpressurem,meanhumidity,maxhumidity,minhumidity,rain
8/4/2013,20,24,15,1018.88,1020,1018,64,94,41,0
8/5/2013,22,25,17,1011.63,1017,1007,67,88,38,1
8/6/2013,17,22,12,1015.25,1017,1012,66,88,38,0
8/7/2013,17,21,12,1013.98,1017,1013,71,94,49,0
8/8/2013,16,24,9,1019,1020,1017,62,100,34,0
8/9/2013,20,24,15,1018.17,1021,1017,64,94,36,1
8/10/2013,18,22,13,1021.16,1022,1020,53,77,35,0
8/11/2013,18,24,11,1017,1020,1015,60,88,36,0
8/12/2013,18,21,14,1015.86,1018,1015,55,77,33,0
8/13/2013,16,20,12,1020.68,1022,1018,62,82,43,0
8/14/2013,18,23,12,1021.95,1023,1021,66,94,41,1
8/15/2013,21,26,16,1018.1,1021,1016,70,88,47,0
8/16/2013,18,21,15,1014.74,1017,1014,84,94,68,1
8/17/2013,18,22,15,1011.76,1015,1008,76,94,56,1
8/18/2013,20,24,16,1009.07,1012,1006,68,88,41,1
8/19/2013,18,23,13,1019.36,1026,1012,54,77,33,0
8/20/2013,19,24,14,1026.91,1028,1026,54,77,31,0
8/21/2013,18,25,12,1022.98,1026,1021,60,88,39,0
8/22/2013,18,19,16,1019.67,1021,1019,90,100,73,1
8/23/2013,19,23,15,1014.86,1018,1011,81,100,64,0
8/24/2013,18,19,16,1009.23,1011,1009,91,100,45,1
8/25/2013,18,21,14,1012.5,1017,1008,83,94,68,1
8/26/2013,19,24,14,1017.78,1019,1017,76,94,38,0
8/27/2013,17,23,11,1017.86,1020,1017,73,100,31,0
8/28/2013,18,22,13,1021.83,1023,1020,75,100,46,0
8/29/2013,18,24,13,1020.96,1022,1020,66,88,41,0
8/30/2013,20,24,15,1018.6,1020,1017,70,88,50,0
8/31/2013,16,20,12,1024.73,1028,1019,55,88,32,0
9/1/2013,15,20,10,1028.31,1030,1026,62,82,43,0
9/2/2013,19,25,13,1025.98,1027,1025,66,82,47,0
9/3/2013,19,25,13,1026.4,1028,1025,73,94,50,0
9/4/2013,18,24,12,1020.48,1025,1016,83,100,61,0
9/5/2013,21,28,14,1009.98,1015,1007,72,100,42,0
9/6/2013,16,19,13,1008.14,1011,1006,80,94,68,1
9/7/2013,15,19,11,1013.95,1018,1011,68,88,46,1
9/8/2013,13,18,8,1017.68,1018,1017,74,94,52,1
9/9/2013,12,14,9,1015.86,1018,1014,88,94,77,1
9/10/2013,12,16,8,1018.44,1019,1016,78,94,55,1
9/11/2013,14,16,12,1019.46,1020,1019,75,94,63,0
9/12/2013,16,19,12,1018.61,1019,1018,82,100,60,0
9/13/2013,16,18,14,1016.56,1018,1012,95,100,88,1
9/14/2013,12,15,8,1014.11,1017,1011,87,100,72,1
9/15/2013,11,16,6,1008.26,1018,1000,82,100,59,1
9/16/2013,12,15,9,1001.69,1003,1001,65,88,48,1
9/17/2013,11,14,8,998.95,1003,994,80,100,55,1
9/18/2013,13,16,10,1003.35,1010,995,75,94,55,0
9/19/2013,12,16,8,1009.4,1012,1007,82,94,63,1
9/20/2013,14,18,11,1017.86,1022,1010,73,88,59,0
9/21/2013,14,19,10,1023.86,1026,1022,84,94,72,0
9/22/2013,14,18,11,1027.35,1028,1026,90,100,82,0
9/23/2013,15,19,11,1024.24,1027,1020,88,100,73,0
9/24/2013,14,20,9,1015.88,1020,1014,90,100,68,0
9/25/2013,15,20,10,1011.31,1013,1010,87,100,68,0
9/26/2013,14,18,11,1016.69,1018,1012,79,94,63,0
9/27/2013,12,16,9,1016.07,1018,1014,79,93,63,0
9/28/2013,16,19,13,1009.93,1013,1008,77,88,63,0
9/29/2013,14,16,13,1006.91,1008,1006,76,82,72,0
9/30/2013,14,17,10,1007.12,1009,1006,79,94,63,0
10/1/2013,12,16,9,1009.71,1011,1008,79,94,68,0
10/2/2013,14,17,12,1011.4,1013,1010,86,94,72,1
10/3/2013,14,18,10,1009.14,1012,1007,90,100,77,1
10/4/2013,17,20,13,1009.55,1014,1006,83,94,68,0
10/5/2013,15,18,12,1019.71,1024,1014,83,94,68,0
10/6/2013,13,19,7,1025.21,1026,1024,78,100,49,0
10/7/2013,14,19,9,1024.98,1026,1024,86,100,68,0
10/8/2013,16,20,12,1023.93,1025,1023,81,100,64,0
10/9/2013,12,17,8,1018,1023,1014,72,94,59,1
10/10/2013,10,12,7,1015.98,1018,1014,69,76,58,1
10/11/2013,10,13,7,1016.1,1019,1013,87,100,71,1
10/12/2013,11,14,8,1017.59,1020,1014,80,94,63,1
10/13/2013,10,12,8,1008.19,1015,1006,88,94,82,1
10/14/2013,10,12,8,1006.86,1008,1006,85,93,72,1
10/15/2013,10,13,8,1009.3,1014,1006,86,94,77,0
10/16/2013,9,14,4,1009.84,1014,1006,90,100,72,1
10/17/2013,14,18,10,1013.07,1016,1009,81,94,63,1
10/18/2013,12,15,8,1013.95,1016,1009,93,100,88,0
10/19/2013,14,16,13,1005.59,1009,1004,90,94,82,1
10/20/2013,14,17,12,1005.71,1008,1004,85,94,72,1
10/21/2013,16,18,13,1006.29,1008,1004,84,94,73,1
10/22/2013,16,18,15,997.54,1004,995,84,94,77,1
10/23/2013,14,17,9,999.62,1011,992,74,88,55,1
10/24/2013,11,17,5,1013.64,1015,1011,86,100,68,0
10/25/2013,16,18,13,1005.05,1010,1003,84,94,73,1
10/26/2013,16,17,14,1004.53,1006,1000,83,88,72,1
10/27/2013,14,17,12,996.26,999,993,75,88,59,1
10/28/2013,13,17,9,992.86,1001,979,74,94,59,1
10/29/2013,10,13,7,1010.32,1017,1002,71,87,54,1
10/30/2013,10,14,5,1020.07,1022,1018,76,93,59,0
10/31/2013,12,13,11,1016.07,1019,1014,89,100,82,1
11/1/2013,12,14,11,1008.33,1014,1000,87,94,82,1
11/2/2013,12,15,9,997.95,1001,995,84,100,67,1
11/3/2013,10,12,8,997.48,1001,984,71,100,54,1
11/4/2013,7,10,4,991.68,998,982,80,94,62,1
11/5/2013,8,12,4,993.29,998,989,81,94,62,1
11/6/2013,12,15,9,998.98,1000,998,87,100,76,1
11/7/2013,11,15,7,1006.34,1008,999,80,93,67,1
11/8/2013,8,12,3,1004.33,1008,1001,87,100,76,1
11/9/2013,6,8,3,1005.14,1008,1002,88,93,81,1
11/10/2013,4,9,0,1016.02,1025,1003,82,100,66,1
11/11/2013,6,12,0,1022.48,1025,1021,88,100,76,1
11/12/2013,9,13,5,1026.05,1032,1020,87,100,72,1
11/13/2013,6,10,2,1030.83,1034,1023,82,93,71,1
11/14/2013,8,10,5,1022.31,1028,1018,75,93,62,1
11/15/2013,6,9,2,1031.67,1034,1029,81,93,76,0
11/16/2013,5,10,0,1030.78,1033,1028,86,93,71,0
11/17/2013,8,10,6,1022.74,1028,1016,93,100,87,0
11/18/2013,8,10,7,1009.56,1016,1007,92,100,87,0
11/19/2013,4,7,1,1012.71,1016,1008,80,87,66,0
11/20/2013,3,7,-1,1000.83,1016,995,87,93,75,1
11/21/2013,4,7,2,1003.81,1012,994,86,93,71,1
11/22/2013,5,8,2,1016.23,1020,1012,82,93,66,1
11/23/2013,5,8,2,1023.09,1025,1020,89,100,71,0
11/24/2013,6,8,4,1029.68,1034,1025,83,93,70,1
11/25/2013,5,7,3,1036.59,1038,1034,84,93,76,0
11/26/2013,4,6,3,1037.32,1039,1035,82,93,70,0
11/27/2013,6,10,3,1033.07,1035,1032,91,100,87,0
11/28/2013,9,10,8,1033.82,1035,1033,89,93,87,0
11/29/2013,8,10,5,1024.02,1033,1020,78,93,66,1
11/30/2013,6,8,3,1026.58,1031,1020,81,93,70,0
12/1/2013,6,9,3,1032.26,1035,1030,85,93,76,0
12/2/2013,7,9,5,1033.05,1035,1031,84,93,76,0
12/3/2013,6,7,5,1028.68,1031,1026,77,87,66,0
12/4/2013,6,9,3,1028.3,1031,1025,78,87,66,0
12/5/2013,6,11,1,1020.08,1031,1014,72,93,62,1
12/6/2013,5,7,3,1026.83,1028,1023,72,87,65,0
12/7/2013,6,9,4,1025.52,1027,1025,82,93,71,1
12/8/2013,8,12,4,1024.47,1026,1024,81,93,71,0
12/9/2013,7,10,4,1028.6,1031,1026,87,93,81,0
12/10/2013,4,9,-2,1031.24,1032,1030,91,100,81,0
12/11/2013,4,9,-1,1028.95,1031,1027,93,100,82,0
12/12/2013,4,9,-2,1024.43,1030,1023,91,100,87,0
12/13/2013,8,10,5,1019.35,1023,1017,88,93,82,1
12/14/2013,7,11,3,1022.21,1026,1018,80,93,71,1
12/15/2013,10,12,8,1019.53,1022,1016,89,94,82,1
12/16/2013,10,12,8,1016.86,1020,1015,88,94,82,1
12/17/2013,6,7,4,1021.09,1025,1015,92,93,87,1
12/18/2013,8,10,6,1007.44,1015,993,84,93,76,1
12/19/2013,7,10,4,1002.82,1010,993,77,93,62,1
12/20/2013,6,11,2,1019.14,1022,1011,79,87,71,0
12/21/2013,11,12,9,1012.38,1018,1007,84,94,71,1
12/22/2013,7,10,4,1009.35,1013,1007,76,87,62,1
12/23/2013,8,12,4,997.73,1013,981,83,88,76,1
12/24/2013,9,12,6,980.24,983,977,80,88,71,1
12/25/2013,,,,,,,,,,0
12/26/2013,5,8,2,995.85,999,990,87,100,81,0
12/27/2013,9,11,7,986.86,991,983,76,88,67,1
12/28/2013,5,8,2,997.93,1005,991,78,93,66,0
12/29/2013,4,7,2,1015.29,1019,1006,82,93,66,0
12/30/2013,9,11,7,1010.88,1017,1006,82,87,71,1
12/31/2013,8,10,5,1004.1,1012,1001,85,94,81,1
1/1/2014,10,12,8,992.21,1001,985,83,93,76,1
1/2/2014,8,11,7,994.2,998,986,80,87,71,1
1/3/2014,9,11,7,995.21,1001,992,76,88,62,1
1/4/2014,8,10,4,993.17,1001,988,81,87,71,1
1/5/2014,6,12,1,1000.4,1004,994,85,94,76,1
1/6/2014,11,13,9,995.38,999,993,77,88,67,1
1/7/2014,10,11,9,1003.67,1008,999,77,87,71,1
1/8/2014,10,11,8,1012.07,1015,1006,84,94,76,1
1/9/2014,9,12,5,1005.26,1013,1000,73,94,62,1
1/10/2014,6,10,2,1013.91,1015,1013,83,93,71,1
1/11/2014,4,9,-1,1018.74,1025,1012,81,93,62,1
1/12/2014,3,9,-3,1015.88,1024,1005,89,100,71,1
1/13/2014,7,10,4,1004.76,1008,1001,81,100,71,1
1/14/2014,5,7,3,1004.11,1007,1000,81,93,70,1
1/15/2014,8,11,6,998.19,1004,994,88,94,81,1
1/16/2014,10,11,8,990.74,993,988,81,87,76,1
1/17/2014,8,9,6,991.62,995,988,85,93,81,1
1/18/2014,8,9,7,992.35,995,991,80,87,71,0
1/19/2014,4,9,0,995.95,1002,991,84,93,66,1
1/20/2014,4,8,-1,1007.95,1011,1003,93,100,81,0
1/21/2014,3,8,-2,1010.05,1012,1007,89,100,71,0
1/22/2014,7,9,5,1006.96,1011,1004,88,93,81,1
1/23/2014,6,8,3,1011.3,1014,1009,82,100,66,1
1/24/2014,4,8,1,1013.7,1015,1013,83,93,71,1
1/25/2014,8,11,5,1011.33,1014,1006,82,93,66,1
1/26/2014,6,10,3,999.3,1015,989,80,93,66,1
1/27/2014,5,8,2,988.83,992,988,77,81,66,1
1/28/2014,7,9,5,985.97,990,984,82,93,71,1
1/29/2014,5,6,4,994.93,999,990,83,93,76,1
1/30/2014,6,8,4,1001.73,1005,999,88,93,81,1
1/31/2014,6,9,3,998.05,1005,986,86,93,81,1
2/1/2014,8,9,6,990.84,997,983,77,93,57,1
2/2/2014,8,10,4,1006.49,1011,997,76,87,58,0
2/3/2014,6,8,5,1003.88,1011,998,80,93,66,0
2/4/2014,7,9,5,997.67,1001,989,75,87,66,1
2/5/2014,8,10,6,983.3,990,980,75,87,66,1
2/6/2014,8,11,5,990,997,982,82,93,71,1
2/7/2014,7,10,4,989.51,997,977,77,93,58,1
2/8/2014,8,9,6,979.4,987,977,75,87,62,1
2/9/2014,7,10,4,985.46,991,979,67,81,53,1
2/10/2014,6,9,3,992.79,999,990,87,93,76,1
2/11/2014,5,8,2,996.46,1001,990,77,87,57,1
2/12/2014,6,9,2,993.29,1003,986,76,87,66,1
2/13/2014,6,8,3,992.34,999,988,71,81,53,1
2/14/2014,8,12,3,990,1000,977,80,93,66,1
2/15/2014,8,11,6,989.35,1001,979,69,81,54,1
2/16/2014,6,10,3,1006.69,1008,1002,72,87,46,0
2/17/2014,6,11,2,1008.57,1010,1007,80,93,67,0
2/18/2014,8,11,5,1008.51,1010,1007,83,93,71,1
2/19/2014,7,11,3,1011.19,1012,1009,85,93,71,1
2/20/2014,9,12,6,1000.63,1008,998,84,94,71,1
2/21/2014,6,10,3,1003.19,1004,1001,73,93,54,0
2/22/2014,8,11,4,1009.57,1013,1004,73,87,50,0
2/23/2014,10,13,8,1010.86,1013,1010,74,87,67,1
2/24/2014,11,14,8,1005.3,1009,1002,72,87,59,0
2/25/2014,8,11,6,1001.26,1006,999,79,87,66,1
2/26/2014,7,11,3,1013.44,1016,1007,74,93,54,0
2/27/2014,7,11,3,1006.02,1014,1003,74,93,47,1
2/28/2014,4,7,2,998.57,1003,996,89,93,81,1
3/1/2014,4,8,0,1001.43,1002,1001,84,93,66,0
3/2/2014,6,11,1,993.65,1001,982,78,93,66,1
3/3/2014,6,9,4,986.24,995,981,84,93,71,1
3/4/2014,6,10,2,1003.74,1011,996,77,93,58,0
3/5/2014,6,13,0,1020.36,1025,1011,71,93,47,0
3/6/2014,10,14,6,1023.98,1026,1022,76,93,55,0
3/7/2014,11,16,6,1023.18,1029,1020,76,87,55,0
3/8/2014,12,15,8,1025.05,1029,1022,68,93,48,0
3/9/2014,12,19,5,1022.61,1024,1021,65,87,39,0
3/10/2014,8,13,2,1027.93,1032,1023,79,93,67,0
3/11/2014,7,10,4,1033.1,1034,1032,82,93,76,0
3/12/2014,8,13,3,1031.55,1033,1030,86,93,67,0
3/13/2014,8,14,3,1029.67,1031,1029,86,100,67,0
3/14/2014,8,16,1,1026.31,1030,1023,76,100,45,0
3/15/2014,12,17,8,1024.66,1027,1023,60,81,42,0
3/16/2014,14,19,8,1021.68,1023,1021,61,82,40,0
3/17/2014,11,14,8,1020.35,1022,1018,71,87,55,0
3/18/2014,11,14,8,1015.36,1020,1012,66,81,51,1
3/19/2014,10,14,7,1020.98,1022,1018,71,87,51,0
3/20/2014,12,16,7,1008.37,1017,1004,74,94,55,1
3/21/2014,10,12,7,1005.31,1007,1000,66,87,47,1
3/22/2014,8,11,5,999,1001,998,68,87,50,1
3/23/2014,6,10,2,1007.23,1014,1001,79,93,58,1
3/24/2014,5,11,-1,1012.42,1015,1009,72,93,43,0
3/25/2014,6,9,3,1009.44,1016,1007,77,93,66,1
3/26/2014,4,8,1,1016.12,1018,1014,85,93,66,1
3/27/2014,6,10,1,1012.56,1014,1011,82,100,66,1
3/28/2014,6,12,1,1015.24,1016,1013,84,100,62,0
3/29/2014,8,15,1,1014.82,1016,1013,80,100,59,0
3/30/2014,11,19,3,1013.36,1014,1013,77,100,40,0
3/31/2014,12,16,7,1012.79,1014,1011,80,94,59,0
4/1/2014,12,19,4,1009.84,1012,1008,76,93,49,0
4/2/2014,12,16,7,1004.32,1008,1002,87,100,72,0
4/3/2014,14,18,9,1000.33,1002,999,81,94,63,0
4/4/2014,12,15,10,1007.23,1012,1002,76,94,59,0
4/5/2014,11,17,5,1013.47,1014,1012,77,93,55,0
4/6/2014,14,16,13,1012.83,1014,1012,85,94,72,1
4/7/2014,12,15,9,1008.79,1015,1004,88,94,76,1
4/8/2014,10,13,7,1018.54,1025,1009,59,82,44,0
4/9/2014,11,17,5,1024.49,1026,1023,66,87,45,0
4/10/2014,11,16,6,1021.52,1024,1020,69,87,48,0
4/11/2014,12,16,7,1020.86,1022,1019,71,93,48,0
4/12/2014,10,15,6,1018.17,1021,1016,70,93,48,0
4/13/2014,12,16,8,1020.34,1022,1019,62,93,44,0
4/14/2014,10,15,6,1023.95,1028,1020,62,81,38,0
4/15/2014,7,12,2,1030.05,1031,1028,71,93,54,0
4/16/2014,7,13,1,1027.5,1030,1024,73,93,54,0
4/17/2014,12,20,4,1018.76,1024,1016,63,93,34,0
4/18/2014,8,12,5,1019.95,1021,1018,65,93,47,0
4/19/2014,9,12,6,1017.37,1020,1014,71,93,61,0
4/20/2014,9,13,5,1005.76,1011,1003,89,94,77,1
4/21/2014,10,17,4,1004.79,1006,1004,83,100,63,1
4/22/2014,14,17,10,1008.32,1015,1004,77,94,55,1
4/23/2014,12,18,6,1017.39,1019,1015,74,94,45,1
4/24/2014,12,16,9,1018.33,1020,1016,80,94,63,0
4/25/2014,12,15,9,1010.28,1015,1008,89,100,82,1
4/26/2014,12,15,10,1005.5,1009,1004,76,88,55,1
4/27/2014,12,14,9,1003.78,1006,1002,79,88,67,0
4/28/2014,12,16,9,1010.42,1013,1007,84,94,67,0
4/29/2014,12,15,10,1012.29,1013,1012,85,94,72,0
4/30/2014,14,19,8,1012.1,1013,1011,73,94,49,0
5/1/2014,10,14,7,1010.4,1014,1009,87,94,81,1
5/2/2014,8,11,4,1022.68,1028,1015,78,88,67,1
5/3/2014,12,23,2,1027.98,1029,1027,64,93,22,0
5/4/2014,8,15,1,1022.72,1027,1019,66,93,42,0
5/5/2014,10,18,3,1012.51,1018,1006,64,93,37,0
5/6/2014,16,19,11,1005.08,1006,1004,64,88,40,1
5/7/2014,14,17,10,1008.44,1010,1006,64,87,45,1
5/8/2014,13,15,11,1006.93,1010,1003,81,94,62,1
5/9/2014,15,18,12,1010.28,1013,1008,57,82,37,1
5/10/2014,14,18,11,1002.86,1012,999,74,88,49,1
5/11/2014,12,15,10,1002.43,1006,999,62,82,48,1
5/12/2014,13,17,9,1009.26,1013,1007,71,88,39,1
5/13/2014,11,14,8,1018.9,1025,1013,82,94,67,0
5/14/2014,13,18,8,1030.66,1035,1026,73,87,45,0
5/15/2014,11,18,4,1035.66,1036,1035,73,93,55,0
5/16/2014,12,19,5,1031.74,1036,1028,62,93,40,0
5/17/2014,16,23,8,1022.58,1028,1019,67,93,44,0
5/18/2014,16,22,10,1012.14,1018,1007,65,94,46,0
5/19/2014,16,23,9,1004.56,1007,1003,72,94,46,0
5/20/2014,16,21,11,1007.3,1010,1004,72,94,53,1
5/21/2014,14,17,12,1008.07,1011,1000,81,94,59,1
5/22/2014,16,19,13,1002.16,1004,998,74,94,52,1
5/23/2014,15,18,10,1006.22,1009,1004,67,88,48,0
5/24/2014,14,17,10,1009.91,1014,1008,79,94,55,1
5/25/2014,14,18,10,1017.3,1020,1014,64,88,45,0
5/26/2014,14,18,10,1017.27,1020,1015,76,88,59,1
5/27/2014,13,14,11,1011.98,1014,1011,92,94,88,1
5/28/2014,13,15,11,1010.43,1012,1009,90,94,82,1
5/29/2014,15,18,12,1015.63,1020,1012,81,94,68,1
5/30/2014,12,16,9,1022.72,1025,1020,78,94,59,1
5/31/2014,12,18,6,1024.48,1025,1023,70,93,52,0
6/1/2014,16,20,11,1021.74,1023,1020,73,88,56,0
6/2/2014,15,19,11,1017.85,1020,1016,78,94,59,0
6/3/2014,16,19,13,1011.87,1016,1008,76,94,56,1
6/4/2014,11,15,7,1003.92,1008,1002,76,88,55,1
6/5/2014,13,20,6,1009.33,1014,1005,63,93,30,1
6/6/2014,13,20,6,1013.63,1015,1012,67,93,42,0
6/7/2014,18,23,13,1011.93,1016,1009,71,88,46,1
6/8/2014,18,24,12,1018.43,1019,1016,63,94,41,0
6/9/2014,20,25,14,1015.42,1018,1013,74,88,50,0
6/10/2014,19,23,15,1017.49,1022,1014,58,88,36,0
6/11/2014,17,23,11,1025.97,1029,1022,59,88,38,0
6/12/2014,18,24,11,1027.18,1028,1026,62,88,41,0
6/13/2014,18,25,11,1023.92,1026,1022,63,88,44,0
6/14/2014,16,19,12,1024.58,1027,1023,76,88,56,1
6/15/2014,16,18,13,1027.07,1028,1027,67,77,59,0
6/16/2014,14,17,12,1026.83,1028,1026,72,88,59,0
6/17/2014,16,21,12,1026.49,1027,1026,62,77,43,0
6/18/2014,16,20,11,1025.33,1027,1024,76,94,52,1
6/19/2014,15,22,8,1022.49,1024,1021,79,93,57,1
6/20/2014,14,20,9,1021.93,1023,1020,64,88,43,0
6/21/2014,18,24,12,1018.82,1021,1018,56,88,34,0
6/22/2014,16,21,11,1021.69,1023,1020,65,94,38,0
6/23/2014,18,23,13,1021.8,1023,1020,64,94,44,0
6/24/2014,18,22,13,1018.9,1020,1017,73,94,46,1
6/25/2014,14,19,9,1017.89,1019,1017,68,93,49,0
6/26/2014,14,19,8,1015.26,1017,1014,68,93,52,1
6/27/2014,18,23,13,1011.98,1014,1010,66,94,41,0
6/28/2014,16,20,12,1009.26,1011,1008,74,94,46,1
6/29/2014,16,19,12,1011.98,1016,1009,75,94,46,1
6/30/2014,15,20,10,1017.49,1019,1016,68,94,46,0
7/1/2014,15,20,10,1020.11,1022,1018,63,88,46,0
7/2/2014,15,22,8,1022.33,1023,1021,65,93,43,0
7/3/2014,20,26,14,1018.72,1022,1015,51,82,32,0
7/4/2014,22,28,15,1008,1015,1004,56,82,32,1
7/5/2014,20,22,16,1001.72,1004,999,80,94,60,1
7/6/2014,18,22,13,1004.67,1010,1002,70,94,40,1
7/7/2014,16,22,11,1014.44,1016,1011,60,82,40,0
7/8/2014,15,20,10,1014.27,1016,1013,72,94,43,1
7/9/2014,18,22,13,1015.88,1017,1015,64,94,37,0
7/10/2014,15,16,14,1016.4,1018,1015,83,94,63,1
7/11/2014,15,17,13,1016.29,1017,1016,90,94,82,1
7/12/2014,18,22,14,1013.42,1016,1010,85,94,64,1
7/13/2014,21,25,15,1007.44,1010,1006,76,94,53,1
7/14/2014,18,24,11,1013.45,1015,1010,60,82,38,0
7/15/2014,20,24,16,1017.54,1020,1015,68,94,44,1
7/16/2014,20,27,13,1019.91,1021,1019,67,100,42,0
7/17/2014,21,25,17,1020.19,1021,1018,72,88,57,0
7/18/2014,24,31,18,1013.19,1018,1010,69,94,40,1
7/19/2014,23,28,18,1008.07,1011,1006,72,88,51,1
7/20/2014,22,25,18,1009.66,1013,1007,80,94,57,1
7/21/2014,21,25,16,1017.43,1021,1013,77,94,57,1
7/22/2014,20,25,15,1021.71,1023,1021,73,94,54,0
7/23/2014,20,26,15,1019.3,1022,1018,72,88,54,0
7/24/2014,21,26,16,1016.9,1018,1016,68,88,41,0
7/25/2014,20,25,16,1016.14,1017,1015,75,94,53,1
7/26/2014,22,28,16,1015.58,1016,1015,69,88,39,0
7/27/2014,22,25,18,1015.7,1017,1015,70,88,44,0
7/28/2014,18,21,15,1014.56,1016,1013,76,94,53,1
7/29/2014,20,26,15,1014.71,1016,1013,70,94,34,1
7/30/2014,20,25,14,1015,1016,1014,59,82,41,0
7/31/2014,20,26,15,1013,1015,1011,64,88,39,0
8/1/2014,20,24,15,1008.38,1011,1006,67,88,47,0
8/2/2014,20,24,16,1003.48,1007,1002,73,94,50,1
8/3/2014,18,24,12,1009.53,1012,1006,59,88,40,0
8/4/2014,18,24,13,1015.4,1018,1012,60,88,33,0
8/5/2014,19,24,14,1017.45,1019,1015,62,82,44,0
8/6/2014,21,25,17,1010.9,1014,1010,71,94,44,1
8/7/2014,20,25,16,1013.58,1015,1012,69,88,47,0
8/8/2014,20,22,15,1007.07,1014,1001,85,94,69,1
8/9/2014,18,23,14,1006.86,1009,1001,67,94,44,1
8/10/2014,18,22,15,999.37,1007,993,73,94,46,1
8/11/2014,17,21,13,1006.9,1008,1003,65,82,46,1
8/12/2014,17,21,13,1006.77,1008,1005,63,82,40,1
8/13/2014,17,22,12,1004.47,1008,1003,64,88,43,0
8/14/2014,16,20,13,1008.85,1010,1008,77,88,56,1
8/15/2014,16,20,12,1015.31,1020,1010,75,94,49,1
8/16/2014,16,21,12,1018.72,1021,1015,61,88,40,0
8/17/2014,18,20,15,1008.12,1015,1006,61,82,40,1
8/18/2014,16,20,12,1008.32,1011,1006,66,77,46,1
8/19/2014,14,17,11,1012.21,1015,1010,60,72,45,1
8/20/2014,13,18,8,1016,1017,1015,61,82,37,0
8/21/2014,13,19,7,1014.23,1017,1012,61,87,40,0
8/22/2014,16,20,11,1010.31,1013,1009,68,94,40,0
8/23/2014,14,19,8,1015.48,1018,1014,56,82,30,0
8/24/2014,14,19,8,1017.97,1019,1016,61,87,37,0
8/25/2014,15,17,13,1007.05,1016,1000,88,94,72,1
8/26/2014,15,16,12,1005.38,1012,1000,88,94,77,1
8/27/2014,15,19,11,1014.12,1016,1012,75,88,60,0
8/28/2014,19,23,15,1010.68,1013,1009,77,94,50,0
8/29/2014,18,21,14,1012.84,1013,1012,73,88,56,0
8/30/2014,18,20,15,1014.33,1016,1012,66,83,56,1
8/31/2014,16,21,11,1017.07,1019,1016,68,88,49,0
9/1/2014,15,20,10,1019.69,1021,1019,83,94,64,1
9/2/2014,16,19,13,1022.8,1024,1021,84,94,73,0
9/3/2014,16,21,12,1022.19,1023,1021,82,94,64,0
9/4/2014,18,22,13,1018.14,1021,1017,82,94,60,0
9/5/2014,16,20,13,1015.38,1017,1014,82,94,64,0
9/6/2014,16,20,12,1013.74,1015,1013,81,94,68,0
9/7/2014,16,21,10,1015.27,1018,1014,84,100,56,0
9/8/2014,14,20,8,1019.02,1021,1018,71,94,46,0
9/9/2014,14,19,9,1021.45,1022,1021,78,94,59,0
9/10/2014,14,19,8,1021.52,1022,1021,76,94,52,0
9/11/2014,14,19,10,1021.81,1023,1020,74,94,64,0
9/12/2014,16,21,12,1023.88,1026,1021,79,94,53,0
9/13/2014,16,21,12,1026.05,1027,1025,79,94,60,0
9/14/2014,16,20,12,1022.02,1026,1019,81,94,68,0
9/15/2014,15,20,10,1016.58,1019,1015,82,94,64,0
9/16/2014,18,22,14,1014.58,1016,1014,85,100,64,0
9/17/2014,18,21,14,1011.98,1014,1011,85,94,73,0
9/18/2014,18,23,14,1009.32,1010,1009,84,94,61,0
9/19/2014,19,22,16,1011.02,1013,1009,89,100,78,1
9/20/2014,18,20,15,1015.38,1019,1013,87,94,73,0
9/21/2014,15,18,12,1023.12,1026,1019,74,88,59,0
9/22/2014,13,18,8,1025,1026,1024,73,93,52,0
9/23/2014,13,19,7,1019.55,1023,1016,71,93,46,0
9/24/2014,15,19,11,1013.29,1017,1012,71,94,46,1
9/25/2014,13,19,7,1019.47,1021,1017,70,87,56,0
9/26/2014,16,21,12,1022.86,1026,1020,75,88,53,0
9/27/2014,15,20,10,1025.88,1027,1024,79,94,60,0
9/28/2014,18,23,13,1020.42,1024,1019,83,94,57,0
9/29/2014,16,19,13,1019.73,1021,1019,90,100,82,1
9/30/2014,18,22,13,1023.05,1024,1021,77,94,57,0
10/1/2014,18,20,15,1025.38,1028,1023,82,100,68,1
10/2/2014,17,21,13,1027.6,1029,1023,78,88,60,0
10/3/2014,17,22,12,1021.7,1026,1017,77,94,46,0
10/4/2014,13,19,7,1013.73,1019,1010,85,94,68,1
10/5/2014,10,16,5,1018.88,1021,1014,73,93,48,0
10/6/2014,10,14,6,1003.02,1013,998,79,94,63,1
10/7/2014,12,16,9,997.55,1003,993,70,88,42,1
10/8/2014,14,18,9,996.51,1003,994,79,94,68,1
10/9/2014,14,17,11,999.48,1004,996,72,88,55,1
10/10/2014,13,17,9,1010.07,1012,1006,81,94,68,1
10/11/2014,13,17,9,1010.8,1013,1010,81,88,68,1
10/12/2014,10,15,5,1010.04,1013,1003,87,94,77,1
10/13/2014,15,17,13,997.45,1002,996,89,94,82,1
10/14/2014,14,16,12,1003.36,1006,999,88,94,39,1
10/15/2014,13,15,11,1004.3,1007,1000,90,94,72,1
10/16/2014,15,18,12,1002.17,1004,999,83,94,68,1
10/17/2014,16,19,13,1009.77,1012,1004,82,94,68,1
10/18/2014,18,21,16,1011.3,1014,1009,80,88,68,1
